Time Script Ran,Game Date,Sport,Team,Bet Amount,Odds of Winning,Best Book,Potential Winnings with Best Book,Expected Value,Winner,Bet Winnings,Row_Key,Minimum Odds to Bet
12/4/20 9:46,12/5/20,CFB,Northern Ill.,100,0.361550724,,260,30,No Win,-100,12/5/20_CFB_Northern Ill.,196
12/4/20 9:46,12/5/20,CFB,Kansas,100,0.105401979,,1400,58,No Win,-100,12/5/20_CFB_Kansas,915
12/4/20 9:46,12/5/20,CFB,Central Mich.,100,0.632022775,,87,18,No Win,-100,12/5/20_CFB_Central Mich.,69
12/4/20 9:46,12/5/20,CFB,South Alabama,100,0.479292891,,170,29,No Win,-100,12/5/20_CFB_South Alabama,123
12/4/20 9:46,12/5/20,CFB,Navy,100,0.268004138,,350,20,No Win,-100,12/5/20_CFB_Navy,299
12/4/20 9:46,12/5/20,CFB,Indiana,100,0.292029054,,425,53,Indiana,425,12/5/20_CFB_Indiana,266
12/4/20 9:46,12/5/20,CFB,Coastal Carolina,100,0.341578758,,289,32,Coastal Carolina,289,12/5/20_CFB_Coastal Carolina,213
12/4/20 9:46,12/5/20,CFB,Florida Atlantic,100,0.540572173,,110,13,No Win,-100,12/5/20_CFB_Florida Atlantic,98
12/4/20 9:46,12/5/20,CFB,Arizona,100,0.369268163,,235,23,No Win,-100,12/5/20_CFB_Arizona,190
12/4/20 9:46,12/5/20,CFB,South Carolina,100,0.305747467,,350,37,No Win,-100,12/5/20_CFB_South Carolina,250
12/4/20 9:46,12/5/20,CFB,Virginia Tech,100,0.131326136,,750,11,No Win,-100,12/5/20_CFB_Virginia Tech,715
12/4/20 9:46,12/5/20,CFB,LSU,100,0.123170483,,1500,97,No Win,-100,12/5/20_CFB_LSU,769
12/4/20 9:46,12/5/20,CFB,Oregon St.,100,0.351684939,,309,44,No Win,-100,12/5/20_CFB_Oregon St.,204
12/4/20 9:46,12/5/20,CFB,Fresno St.,100,0.403788464,,200,21,No Win,-100,12/5/20_CFB_Fresno St.,165
12/4/20 9:46,12/6/20,CFB,Washington St.,100,0.248615158,,355,13,No Win,-100,12/6/20_CFB_Washington St.,330
12/4/20 16:50,12/5/20,CFB,Louisiana-Monroe,100,0.144753738,,700,15,No Win,-100,12/5/20_CFB_Louisiana-Monroe,639
12/4/20 16:50,12/5/20,CFB,New Mexico,100,0.161749439,,600,13,New Mexico,600,12/5/20_CFB_New Mexico,562
12/4/20 16:43,12/5/20,CBB,Lipscomb,100,0.09,,1300,25,No Win,-100,12/5/20_CBB_Lipscomb,1089
12/4/20 16:43,12/5/20,CBB,Northern Illinois,100,0.11,,980,18,No Win,-100,12/5/20_CBB_Northern Illinois,873
12/4/20 16:43,12/5/20,CBB,South Carolina,100,0.2,,480,15,No Win,-100,12/5/20_CBB_South Carolina,435
12/5/20 7:48,12/5/20,CBB,Green Bay,100,0.33,,240,12,No Win,-100,12/5/20_CBB_Green Bay,224
12/5/20 7:48,12/5/20,CBB,Illinois St.,100,0.17,,580,15,No Win,-100,12/5/20_CBB_Illinois St.,529
12/4/20 13:07,12/6/20,Soccer Barclays Premier League,Sheffield United,100,0.2936,,276,10,No Win,-100,12/6/20_Soccer Barclays Premier League_Sheffield United,264
12/5/20 17:07,12/6/20,Soccer Barclays Premier League,Tottenham Hotspur,100,0.5422,,100,8,Tottenham Hotspur,100,12/6/20_Soccer Barclays Premier League_Tottenham Hotspur,97
12/5/20 17:10,12/6/20,Soccer Dutch Eredivisie,ADO Den Haag,100,0.1108,,1300,55,No Win,-100,12/6/20_Soccer Dutch Eredivisie_ADO Den Haag,866
12/5/20 17:12,12/6/20,Soccer Scottish Premiership,Celtic,100,0.8535,,31,11,No Win,-100,12/6/20_Soccer Scottish Premiership_Celtic,25
12/5/20 17:16,12/6/20,Soccer Swiss Raiffeisen Super League,FC Zurich,100,0.4172,,159,8,FC Zurich,159,12/6/20_Soccer Swiss Raiffeisen Super League_FC Zurich,156
12/5/20 17:17,12/6/20,Soccer Spanish Segunda Division,Espanyol,100,0.6585,,83,20,Espanyol,83,12/6/20_Soccer Spanish Segunda Division_Espanyol,62
12/5/20 17:18,12/6/20,Soccer German Bundesliga 2,SC Paderborn,100,0.5075,,114,9,No Win,-100,12/6/20_Soccer German Bundesliga 2_SC Paderborn,111
12/5/20 17:19,12/6/20,Soccer Danish SAS-Ligaen,FC Nordsjaelland,100,0.4552,,200,36,No Win,-100,12/6/20_Soccer Danish SAS-Ligaen_FC Nordsjaelland,135
12/5/20 17:22,12/6/20,Soccer Norwegian Tippeligaen,Sarpsborg,100,0.3152,,254,11,No Win,-100,12/6/20_Soccer Norwegian Tippeligaen_Sarpsborg,239
12/5/20 17:22,12/6/20,Soccer Norwegian Tippeligaen,Bodo/Glimt Draw,100,0.2071,,459,15,No Win,-100,12/6/20_Soccer Norwegian Tippeligaen_Bodo/Glimt Draw,417
12/5/20 17:22,12/6/20,Soccer Norwegian Tippeligaen,Stabaek,100,0.2057,,750,74,No Win,-100,12/6/20_Soccer Norwegian Tippeligaen_Stabaek,420
12/5/20 17:22,12/6/20,Soccer Norwegian Tippeligaen,Viking FK,100,0.4781,,135,12,No Win,-100,12/6/20_Soccer Norwegian Tippeligaen_Viking FK,124
12/5/20 18:14,12/6/20,Soccer Swedish Allsvenskan,Djurgardens IF Draw,100,0.2533,,330,8,No Win,-100,12/6/20_Soccer Swedish Allsvenskan_Djurgardens IF Draw,322
12/5/20 18:14,12/6/20,Soccer Swedish Allsvenskan,Varbergs BoIS FC,100,0.2665,,575,79,No Win,-100,12/6/20_Soccer Swedish Allsvenskan_Varbergs BoIS FC,302
12/5/20 18:14,12/6/20,Soccer Swedish Allsvenskan,IK Sirius,100,0.3067,,309,25,No Win,-100,12/6/20_Soccer Swedish Allsvenskan_IK Sirius,249
12/5/20 18:14,12/6/20,Soccer Swedish Allsvenskan,Orebro SK,100,0.3502,,240,19,Orebro SK,240,12/6/20_Soccer Swedish Allsvenskan_Orebro SK,206
12/5/20 18:14,12/6/20,Soccer Swedish Allsvenskan,Mjallby,100,0.4409,,190,27,Mjallby,190,12/6/20_Soccer Swedish Allsvenskan_Mjallby,143
12/5/20 18:14,12/6/20,Soccer Swedish Allsvenskan,AIK,100,0.3214,,334,39,No Win,-100,12/6/20_Soccer Swedish Allsvenskan_AIK,233
12/5/20 18:14,12/6/20,Soccer Swedish Allsvenskan,AIK Draw,100,0.3045,,280,15,Draw,280,12/6/20_Soccer Swedish Allsvenskan_AIK Draw,251
12/5/20 18:14,12/6/20,Soccer Swedish Allsvenskan,Helsingborgs IF,100,0.2526,,1050,190,Helsingborgs IF,1050,12/6/20_Soccer Swedish Allsvenskan_Helsingborgs IF,324
12/5/20 18:14,12/6/20,Soccer Swedish Allsvenskan,Helsingborgs IF Draw,100,0.2421,,550,57,No Win,-100,12/6/20_Soccer Swedish Allsvenskan_Helsingborgs IF Draw,342
12/5/20 17:10,12/6/20,Soccer Dutch Eredivisie,ADO Den Haag Draw,100,0.1963,,550,27,Draw,550,12/6/20_Soccer Dutch Eredivisie_ADO Den Haag Draw,445
12/5/20 17:22,12/6/20,Soccer Norwegian Tippeligaen,Aalesund,100,0.1451,,1300,103,No Win,-100,12/6/20_Soccer Norwegian Tippeligaen_Aalesund,637
12/5/20 17:22,12/6/20,Soccer Norwegian Tippeligaen,Aalesund Draw,100,0.1562,,650,17,No Win,-100,12/6/20_Soccer Norwegian Tippeligaen_Aalesund Draw,585
12/5/20 18:15,12/6/20,Soccer Italy Serie A,AC Milan,100,0.6075,,80,9,AC Milan,80,12/6/20_Soccer Italy Serie A_AC Milan,76
12/5/20 17:11,12/6/20,Soccer Portuguese Liga,Belenenses,100,0.2035,,509,23,Belenenses,509,12/6/20_Soccer Portuguese Liga_Belenenses,426
12/5/20 17:23,12/6/20,Soccer Brasileiro S√©rie A,Internacional,100,0.2488,,500,49,No Win,-100,12/6/20_Soccer Brasileiro S√©rie A_Internacional,330
12/5/20 17:06,12/6/20,CBB,Tennessee Tech,100,0.18,,660,36,No Win,-100,12/6/20_CBB_Tennessee Tech,494
12/5/20 17:06,12/6/20,CBB,Cleveland St.,100,0.21,,459,17,No Win,-100,12/6/20_CBB_Cleveland St.,410
12/5/20 22:43,12/6/20,CBB,Coppin St.,100,0.1,,1040,13,No Win,-100,12/6/20_CBB_Coppin St.,970
12/5/20 22:43,12/6/20,CBB,Cincinnati,100,0.61,,86,13,No Win,-100,12/6/20_CBB_Cincinnati,75
12/5/20 22:43,12/6/20,CBB,Troy,100,0.09,,1400,34,No Win,-100,12/6/20_CBB_Troy,1089
12/5/20 22:43,12/6/20,CBB,Wyoming,100,0.23,,384,11,Wyoming,384,12/6/20_CBB_Wyoming,365
12/6/20 14:04,12/6/20,CBB,North Carolina A&T,100,0.05,,2200,15,No Win,-100,12/6/20_CBB_North Carolina A&T,2040
12/6/20 14:04,12/6/20,CBB,Stony Brook,100,0.07,,1500,11,No Win,-100,12/6/20_CBB_Stony Brook,1429
12/6/20 14:04,12/6/20,CBB,Denver,100,0.38,,215,19,No Win,-100,12/6/20_CBB_Denver,182
12/6/20 14:04,12/6/20,CBB,Central Arkansas,100,0.19,,490,12,No Win,-100,12/6/20_CBB_Central Arkansas,463
12/6/20 14:04,12/6/20,CBB,TCU,100,0.44,,165,16,No Win,-100,12/6/20_CBB_TCU,143
12/6/20 14:04,12/6/20,CBB,Long Beach St.,100,0.67,,69,13,Long Beach St.,69,12/6/20_CBB_Long Beach St.,60
12/6/20 14:04,12/6/20,CBB,La Salle,100,0.53,,114,13,No Win,-100,12/6/20_CBB_La Salle,102
12/6/20 14:04,12/6/20,CBB,Buffalo,100,0.52,,121,14,No Win,-100,12/6/20_CBB_Buffalo,106
12/5/20 7:49,12/6/20,NFL,HOU,100,0.455567018,,146,12,No Win,-100,12/6/20_NFL_HOU,135
12/5/20 7:49,12/6/20,NFL,NYG,100,0.222381378,,400,11,NYG,400,12/6/20_NFL_NYG,381
12/5/20 16:57,12/6/20,NFL,CHI,100,0.693671507,,57,8,No Win,-100,12/6/20_NFL_CHI,54
12/5/20 16:57,12/6/20,NFL,ARI,100,0.482920388,,124,8,No Win,-100,12/6/20_NFL_ARI,122
12/5/20 16:57,12/7/20,NFL,PIT,100,0.825951581,,33,9,No Win,-100,12/7/20_NFL_PIT,30
12/6/20 14:34,12/7/20,Soccer Portuguese Liga,SC Farense,100,0.4974,,125,11,SC Farense,125,12/7/20_Soccer Portuguese Liga_SC Farense,115
12/6/20 15:25,12/7/20,Soccer Brasileiro S√©rie A,Goiás,100,0.2145,,450,17,Goiás,450,12/7/20_Soccer Brasileiro S√©rie A_Goiás,399
12/6/20 14:11,12/7/20,CBB,UNC Wilmington,100,0.19,,500,13,No Win,-100,12/7/20_CBB_UNC Wilmington,463
12/6/20 14:11,12/7/20,CBB,South Carolina St.,100,0.05,,2200,15,No Win,-100,12/7/20_CBB_South Carolina St.,2040
12/6/20 14:11,12/7/20,CBB,Middle Tennessee,100,0.61,,85,12,No Win,-100,12/7/20_CBB_Middle Tennessee,75
12/6/20 14:11,12/7/20,CBB,Morehead St.,100,0.18,,560,18,No Win,-100,12/7/20_CBB_Morehead St.,494
12/7/20 10:07,12/7/20,CBB,North Carolina Central,100,0.22,,420,14,No Win,-100,12/7/20_CBB_North Carolina Central,386
12/7/20 14:22,12/7/20,CBB,North Florida,100,0.39,,245,34,No Win,-100,12/7/20_CBB_North Florida,174
12/7/20 14:22,12/7/20,CBB,Lipscomb,100,0.73,,54,12,No Win,-100,12/7/20_CBB_Lipscomb,47
12/7/20 21:29,12/8/20,Soccer Champions League,Zenit St Petersburg,100,0.2454,,359,12,No Win,-100,12/8/20_Soccer Champions League_Zenit St Petersburg,336
12/7/20 21:29,12/8/20,Soccer Champions League,Club Brugge,100,0.2768,,390,35,No Win,-100,12/8/20_Soccer Champions League_Club Brugge,287
12/7/20 21:33,12/8/20,Soccer English League Championship,Huddersfield Town,100,0.44,,150,9,Huddersfield Town,150,12/8/20_Soccer English League Championship_Huddersfield Town,143
12/7/20 21:35,12/8/20,Soccer English League Two,Grimsby Town,100,0.2905,,353,31,No Win,-100,12/8/20_Soccer English League Two_Grimsby Town,268
12/7/20 21:35,12/8/20,Soccer English League Two,Colchester United,100,0.4436,,177,22,Colchester United,177,12/8/20_Soccer English League Two_Colchester United,141
12/8/20 14:44,12/8/20,Soccer English League Championship,Stoke City,100,0.3861,,190,11,No Win,-100,12/8/20_Soccer English League Championship_Stoke City,177
12/8/20 14:44,12/8/20,Soccer English League Championship,Rotherham United,100,0.1616,,650,21,No Win,-100,12/8/20_Soccer English League Championship_Rotherham United,562
12/8/20 14:44,12/8/20,Soccer English League Championship,Rotherham United Draw,100,0.2535,,340,11,No Win,-100,12/8/20_Soccer English League Championship_Rotherham United Draw,322
12/7/20 21:41,12/8/20,CBB,Stetson,100,0.14,,750,19,No Win,-100,12/8/20_CBB_Stetson,664
12/7/20 21:41,12/8/20,CBB,Montana,100,0.22,,420,14,No Win,-100,12/8/20_CBB_Montana,386
12/8/20 9:47,12/8/20,CBB,Creighton,100,0.39,,179,9,No Win,-100,12/8/20_CBB_Creighton,174
12/7/20 21:41,12/8/20,CBB,Northern Illinois,100,0.29,,290,13,No Win,-100,12/8/20_CBB_Northern Illinois,269
12/8/20 9:47,12/8/20,CBB,Campbell,100,0.5,,116,8,Campbell,116,12/8/20_CBB_Campbell,114
12/8/20 17:36,12/8/20,CBB,Murray St.,100,0.69,,62,12,Murray St.,62,12/8/20_CBB_Murray St.,55
12/7/20 21:41,12/8/20,CBB,Jackson St.,100,0.07,,1500,11,No Win,-100,12/8/20_CBB_Jackson St.,1429
12/8/20 17:30,12/9/20,Soccer English League Championship,Wycombe Wanderers,100,0.2466,,480,43,No Win,-100,12/9/20_Soccer English League Championship_Wycombe Wanderers,334
12/8/20 21:31,12/9/20,Soccer Norwegian Tippeligaen,Haugesund,100,0.2691,,330,15,No Win,-100,12/9/20_Soccer Norwegian Tippeligaen_Haugesund,298
12/8/20 21:31,12/9/20,Soccer Norwegian Tippeligaen,IK Start,100,0.4708,,129,8,No Win,-100,12/9/20_Soccer Norwegian Tippeligaen_IK Start,127
12/9/20 8:43,12/9/20,Soccer English League Championship,Barnsley Draw,100,0.2978,,275,11,No Win,-100,12/9/20_Soccer English League Championship_Barnsley Draw,259
12/8/20 17:35,12/9/20,CBB,Toledo,100,0.14,,700,12,No Win,-100,12/9/20_CBB_Toledo,664
12/8/20 17:35,12/9/20,CBB,Stony Brook,100,0.23,,400,15,No Win,-100,12/9/20_CBB_Stony Brook,365
12/8/20 17:35,12/9/20,CBB,North Carolina A&T,100,0.05,,2400,25,No Win,-100,12/9/20_CBB_North Carolina A&T,2040
12/8/20 17:35,12/9/20,CBB,Oklahoma,100,0.56,,100,12,No Win,-100,12/9/20_CBB_Oklahoma,91
12/9/20 8:38,12/9/20,CBB,Abilene Christian,100,0.07,,1500,11,No Win,-100,12/9/20_CBB_Abilene Christian,1429
12/9/20 8:38,12/9/20,CBB,Eastern Illinois,100,0.72,,51,8,No Win,-100,12/9/20_CBB_Eastern Illinois,49
12/9/20 8:38,12/9/20,CBB,Georgia Tech,100,0.54,,104,10,Georgia Tech,104,12/9/20_CBB_Georgia Tech,98
12/8/20 17:35,12/9/20,CBB,Liberty,100,0.17,,570,13,No Win,-100,12/9/20_CBB_Liberty,529
12/8/20 17:35,12/9/20,CBB,Denver,100,0.2,,900,99,No Win,-100,12/9/20_CBB_Denver,435
12/8/20 17:35,12/9/20,CBB,San Diego,100,0.1,,1500,59,No Win,-100,12/9/20_CBB_San Diego,970
12/9/20 8:38,12/9/20,CBB,Northwestern,100,0.68,,61,9,No Win,-100,12/9/20_CBB_Northwestern,57
12/10/20 10:20,12/10/20,Soccer Norwegian Tippeligaen,Viking FK,100,0.398,,188,14,No Win,-100,12/10/20_Soccer Norwegian Tippeligaen_Viking FK,169
12/9/20 17:21,12/10/20,Soccer UEFA Europa League,Arsenal Draw,100,0.1871,,750,59,No Win,-100,12/10/20_Soccer UEFA Europa League_Arsenal Draw,472
12/9/20 21:09,12/10/20,CBB,Coppin St.,100,0.09,,1400,34,Coppin St.,1400,12/10/20_CBB_Coppin St.,1089
12/9/20 21:09,12/10/20,CBB,Northern Arizona,100,0.31,,295,22,No Win,-100,12/10/20_CBB_Northern Arizona,245
12/10/20 9:24,12/10/20,CBB,New Orleans,100,0.37,,215,16,No Win,-100,12/10/20_CBB_New Orleans,189
12/10/20 9:24,12/10/20,CBB,North Dakota,100,0.45,,152,13,North Dakota,152,12/10/20_CBB_North Dakota,138
12/9/20 21:09,12/10/20,CBB,Long Beach St.,100,0.09,,1300,25,No Win,-100,12/10/20_CBB_Long Beach St.,1089
12/9/20 22:31,12/10/20,NFL,NE,100,0.355085382,,210,10,No Win,-100,12/10/20_NFL_NE,201
12/10/20 14:42,12/11/20,Soccer Barclays Premier League,West Ham United,100,0.3882,,200,16,West Ham United,200,12/11/20_Soccer Barclays Premier League_West Ham United,176
12/10/20 18:11,12/11/20,Soccer Spanish Segunda Division,Lugo,100,0.4518,,167,20,Lugo,167,12/11/20_Soccer Spanish Segunda Division_Lugo,137
12/10/20 18:11,12/11/20,Soccer Spanish Segunda Division,Real Oviedo,100,0.4278,,156,9,Real Oviedo,156,12/11/20_Soccer Spanish Segunda Division_Real Oviedo,150
12/10/20 18:13,12/11/20,Soccer Danish SAS-Ligaen,Randers FC,100,0.5494,,100,9,Randers FC,100,12/11/20_Soccer Danish SAS-Ligaen_Randers FC,95
12/10/20 18:14,12/11/20,Soccer Belgian Jupiler League,Anderlecht,100,0.4187,,165,10,Anderlecht,165,12/11/20_Soccer Belgian Jupiler League_Anderlecht,156
12/10/20 18:18,12/11/20,CBB,North Texas,100,0.1,,1100,19,No Win,-100,12/11/20_CBB_North Texas,970
12/10/20 18:18,12/11/20,CBB,Appalachian St.,100,0.4,,190,16,Appalachian St.,190,12/11/20_CBB_Appalachian St.,168
12/10/20 18:18,12/11/20,CBB,Georgia Southern,100,0.13,,1040,48,No Win,-100,12/11/20_CBB_Georgia Southern,723
12/10/20 18:18,12/11/20,CBB,Fairfield,100,0.53,,124,18,No Win,-100,12/11/20_CBB_Fairfield,102
12/10/20 18:18,12/11/20,CBB,Marquette,100,0.39,,188,12,No Win,-100,12/11/20_CBB_Marquette,174
12/11/20 9:28,12/11/20,CBB,Southern Illinois,100,0.33,,240,12,Southern Illinois,240,12/11/20_CBB_Southern Illinois,224
12/11/20 9:28,12/11/20,CBB,Milwaukee,100,0.2,,459,11,No Win,-100,12/11/20_CBB_Milwaukee,435
12/11/20 12:16,12/11/20,CBB,Manhattan,100,0.56,,94,8,No Win,-100,12/11/20_CBB_Manhattan,91
12/11/20 12:16,12/11/20,CBB,Delaware,100,0.56,,93,8,Delaware,93,12/11/20_CBB_Delaware,91
12/11/20 10:45,12/12/20,Soccer Barclays Premier League,Newcastle,100,0.5199,,147,28,Newcastle,147,12/12/20_Soccer Barclays Premier League_Newcastle,106
12/11/20 10:45,12/12/20,Soccer Barclays Premier League,Manchester United,100,0.2507,,340,10,No Win,-100,12/12/20_Soccer Barclays Premier League_Manchester United,327
12/11/20 11:07,12/12/20,Soccer French Ligue 1,Lens,100,0.429,,154,9,No Win,-100,12/12/20_Soccer French Ligue 1_Lens,149
12/11/20 11:07,12/12/20,Soccer Dutch Eredivisie,FC Groningen Draw,100,0.2837,,320,19,No Win,-100,12/12/20_Soccer Dutch Eredivisie_FC Groningen Draw,277
12/11/20 11:07,12/12/20,Soccer Dutch Eredivisie,ADO Den Haag Draw,100,0.2663,,330,14,Draw,330,12/12/20_Soccer Dutch Eredivisie_ADO Den Haag Draw,302
12/11/20 11:08,12/12/20,Soccer English League Championship,Cardiff City,100,0.4418,,150,10,No Win,-100,12/12/20_Soccer English League Championship_Cardiff City,142
12/11/20 11:08,12/12/20,Soccer English League Championship,Wycombe Wanderers,100,0.3879,,200,16,No Win,-100,12/12/20_Soccer English League Championship_Wycombe Wanderers,176
12/11/20 11:17,12/12/20,Soccer English League One,Hull City,100,0.7197,,55,11,No Win,-100,12/12/20_Soccer English League One_Hull City,49
12/11/20 11:17,12/12/20,Soccer English League One,Burton Albion,100,0.2927,,320,22,No Win,-100,12/12/20_Soccer English League One_Burton Albion,266
12/11/20 11:17,12/12/20,Soccer English League One,Rochdale,100,0.1887,,509,15,No Win,-100,12/12/20_Soccer English League One_Rochdale,467
12/11/20 11:17,12/12/20,Soccer English League One,Oxford United,100,0.319,,240,8,No Win,-100,12/12/20_Soccer English League One_Oxford United,235
12/11/20 11:17,12/12/20,Soccer English League One,Wigan,100,0.3976,,240,35,Wigan,240,12/12/20_Soccer English League One_Wigan,169
12/11/20 11:17,12/12/20,Soccer English League One,Charlton Athletic,100,0.5767,,100,15,Charlton Athletic,100,12/12/20_Soccer English League One_Charlton Athletic,86
12/11/20 11:18,12/12/20,Soccer English League Two,Carlisle United Draw,100,0.2967,,290,15,No Win,-100,12/12/20_Soccer English League Two_Carlisle United Draw,261
12/11/20 11:18,12/12/20,Soccer English League Two,Stevenage,100,0.2154,,550,40,No Win,-100,12/12/20_Soccer English League Two_Stevenage,397
12/11/20 11:18,12/12/20,Soccer English League Two,Cambridge United,100,0.308,,320,29,No Win,-100,12/12/20_Soccer English League Two_Cambridge United,247
12/11/20 11:18,12/12/20,Soccer English League Two,Grimsby Town,100,0.3398,,240,15,No Win,-100,12/12/20_Soccer English League Two_Grimsby Town,215
12/11/20 11:18,12/12/20,Soccer English League Two,Leyton Orient,100,0.3898,,210,20,Leyton Orient,210,12/12/20_Soccer English League Two_Leyton Orient,174
12/11/20 11:18,12/12/20,Soccer English League Two,Colchester United,100,0.3884,,250,35,No Win,-100,12/12/20_Soccer English League Two_Colchester United,175
12/11/20 11:18,12/12/20,Soccer English League Two,Southend United,100,0.3353,,240,14,Southend United,240,12/12/20_Soccer English League Two_Southend United,219
12/11/20 11:18,12/12/20,Soccer English League Two,Bolton,100,0.4033,,210,25,No Win,-100,12/12/20_Soccer English League Two_Bolton,165
12/11/20 11:18,12/12/20,Soccer English League Two,Salford City,100,0.4253,,160,10,No Win,-100,12/12/20_Soccer English League Two_Salford City,152
12/11/20 11:21,12/12/20,Soccer Spanish Segunda Division,Mallorca,100,0.3859,,189,11,Mallorca,189,12/12/20_Soccer Spanish Segunda Division_Mallorca,177
12/11/20 11:22,12/12/20,Soccer Italy Serie B,US Pescara,100,0.4089,,165,8,No Win,-100,12/12/20_Soccer Italy Serie B_US Pescara,162
12/11/20 11:23,12/12/20,Soccer French Ligue 2,Auxerre,100,0.4498,,152,13,No Win,-100,12/12/20_Soccer French Ligue 2_Auxerre,138
12/11/20 11:23,12/12/20,Soccer French Ligue 2,Toulouse,100,0.5829,,122,29,Toulouse,122,12/12/20_Soccer French Ligue 2_Toulouse,84
12/11/20 11:23,12/12/20,Soccer French Ligue 2,Valenciennes,100,0.2833,,290,10,No Win,-100,12/12/20_Soccer French Ligue 2_Valenciennes,278
12/11/20 11:23,12/12/20,Soccer French Ligue 2,Amiens,100,0.6037,,88,14,No Win,-100,12/12/20_Soccer French Ligue 2_Amiens,77
12/11/20 11:24,12/12/20,Soccer Brasileiro S√©rie A,Botafogo,100,0.1772,,540,13,No Win,-100,12/12/20_Soccer Brasileiro S√©rie A_Botafogo,504
12/11/20 11:26,12/12/20,Soccer Japanese J League,Sagan Tosu,100,0.2107,,459,17,No Win,-100,12/12/20_Soccer Japanese J League_Sagan Tosu,408
12/11/20 11:26,12/12/20,Soccer Japanese J League,Cerezo Osaka,100,0.5339,,127,21,No Win,-100,12/12/20_Soccer Japanese J League_Cerezo Osaka,100
12/11/20 11:26,12/12/20,Soccer Japanese J League,Shonan Bellmare,100,0.3289,,300,31,No Win,-100,12/12/20_Soccer Japanese J League_Shonan Bellmare,225
12/11/20 16:58,12/12/20,CBB,IUPUI,100,0.64,,77,13,IUPUI,77,12/12/20_CBB_IUPUI,67
12/11/20 16:58,12/12/20,CBB,North Carolina A&T,100,0.33,,240,12,No Win,-100,12/12/20_CBB_North Carolina A&T,224
12/11/20 16:58,12/12/20,CBB,Old Dominion,100,0.27,,359,24,No Win,-100,12/12/20_CBB_Old Dominion,296
12/12/20 2:05,12/12/20,CBB,Drexel,100,0.64,,72,10,No Win,-100,12/12/20_CBB_Drexel,67
12/12/20 2:05,12/12/20,CBB,Utah Valley,100,0.33,,240,12,No Win,-100,12/12/20_CBB_Utah Valley,224
12/12/20 2:05,12/12/20,CBB,UTEP,100,0.07,,1500,11,No Win,-100,12/12/20_CBB_UTEP,1429
12/12/20 2:05,12/12/20,CBB,Utah,100,0.6,,106,23,No Win,-100,12/12/20_CBB_Utah,78
12/12/20 8:54,12/12/20,CBB,Stony Brook,100,0.38,,204,15,No Win,-100,12/12/20_CBB_Stony Brook,182
12/12/20 8:54,12/12/20,CBB,Manhattan,100,0.47,,135,10,Manhattan,135,12/12/20_CBB_Manhattan,128
12/11/20 16:58,12/12/20,CBB,Auburn,100,0.35,,245,20,Auburn,245,12/12/20_CBB_Auburn,206
12/12/20 8:54,12/12/20,CBB,North Dakota,100,0.36,,210,11,No Win,-100,12/12/20_CBB_North Dakota,197
12/11/20 16:58,12/12/20,CBB,South Dakota,100,0.15,,830,39,South Dakota,830,12/12/20_CBB_South Dakota,613
12/12/20 2:05,12/12/20,CBB,Clemson,100,0.6,,93,15,Clemson,93,12/12/20_CBB_Clemson,78
12/12/20 2:05,12/12/20,CBB,Missouri,100,0.47,,129,8,Missouri,129,12/12/20_CBB_Missouri,128
12/10/20 18:22,12/12/20,CFB,UTEP,100,0.396396944,,229,30,No Win,-100,12/12/20_CFB_UTEP,170
12/10/20 18:22,12/12/20,CFB,Arizona,100,0.343729504,,300,37,No Win,-100,12/12/20_CFB_Arizona,211
12/10/20 18:22,12/12/20,CFB,Michigan St.,100,0.23299399,,484,36,No Win,-100,12/12/20_CFB_Michigan St.,359
12/10/20 18:22,12/12/20,CFB,Illinois,100,0.199371533,,459,11,No Win,-100,12/12/20_CFB_Illinois,437
12/10/20 18:22,12/12/20,CFB,Missouri,100,0.288626695,,384,39,No Win,-100,12/12/20_CFB_Missouri,271
12/10/20 18:22,12/12/20,CFB,Rice,100,0.391129178,,235,31,No Win,-100,12/12/20_CFB_Rice,174
12/10/20 18:22,12/12/20,CFB,Central Mich.,100,0.371927061,,320,56,No Win,-100,12/12/20_CFB_Central Mich.,188
12/10/20 18:22,12/12/20,CFB,Navy,100,0.346882745,,229,14,No Win,-100,12/12/20_CFB_Navy,208
12/10/20 18:22,12/12/20,CFB,Memphis,100,0.526906548,,170,42,Memphis,170,12/12/20_CFB_Memphis,103
12/10/20 18:22,12/12/20,CFB,Vanderbilt,100,0.215786037,,570,44,No Win,-100,12/12/20_CFB_Vanderbilt,396
12/10/20 18:22,12/12/20,CFB,Wyoming,100,0.302662766,,355,37,No Win,-100,12/12/20_CFB_Wyoming,254
12/10/20 18:22,12/12/20,CFB,Georgia Southern,100,0.335219285,,280,27,No Win,-100,12/12/20_CFB_Georgia Southern,219
12/10/20 18:22,12/12/20,CFB,Louisiana Tech,100,0.138104121,,750,17,No Win,-100,12/12/20_CFB_Louisiana Tech,675
12/10/20 18:22,12/12/20,CFB,Baylor,100,0.430825442,,175,18,No Win,-100,12/12/20_CFB_Baylor,148
12/10/20 18:22,12/12/20,CFB,LSU,100,0.190865965,,869,85,LSU,869,12/12/20_CFB_LSU,461
12/10/20 18:22,12/12/20,CFB,New Mexico,100,0.297268684,,359,36,New Mexico,359,12/12/20_CFB_New Mexico,260
12/10/20 18:22,12/12/20,CFB,Oregon St.,100,0.525480578,,114,12,No Win,-100,12/12/20_CFB_Oregon St.,104
