Time Script Ran,Game Date,Sport,Team,Bet Amount,Odds of Winning,Potential Winnings,Expected Value,Winner,Bet Winnings,Row_Key,Book,Break_Point
12/4/20 9:46,12/5/20,CFB,Navy,100,0.268004138,350,20,No Win,-100,12/5/20_CFB_Navy,,
12/4/20 9:46,12/5/20,CFB,Indiana,100,0.292029054,425,53,Indiana,425,12/5/20_CFB_Indiana,,
12/4/20 9:46,12/5/20,CFB,Coastal Carolina,100,0.341578758,289,32,Coastal Carolina,289,12/5/20_CFB_Coastal Carolina,,
12/4/20 9:46,12/5/20,CFB,Florida Atlantic,100,0.540572173,110,13,No Win,-100,12/5/20_CFB_Florida Atlantic,,
12/4/20 9:46,12/5/20,CFB,Arizona,100,0.369268163,235,23,No Win,-100,12/5/20_CFB_Arizona,,
12/4/20 9:46,12/5/20,CFB,South Carolina,100,0.305747467,350,37,No Win,-100,12/5/20_CFB_South Carolina,,
12/4/20 9:46,12/5/20,CFB,Virginia Tech,100,0.131326136,750,11,No Win,-100,12/5/20_CFB_Virginia Tech,,
12/4/20 9:46,12/5/20,CFB,LSU,100,0.123170483,1500,97,No Win,-100,12/5/20_CFB_LSU,,
12/4/20 9:46,12/5/20,CFB,Oregon St.,100,0.351684939,309,44,No Win,-100,12/5/20_CFB_Oregon St.,,
12/4/20 9:46,12/5/20,CFB,Fresno St.,100,0.403788464,200,21,No Win,-100,12/5/20_CFB_Fresno St.,,
12/4/20 9:46,12/6/20,CFB,Washington St.,100,0.248615158,355,13,No Win,-100,12/6/20_CFB_Washington St.,,
12/4/20 16:50,12/5/20,CFB,Louisiana-Monroe,100,0.144753738,700,15,No Win,-100,12/5/20_CFB_Louisiana-Monroe,,
12/4/20 16:50,12/5/20,CFB,New Mexico,100,0.161749439,600,13,New Mexico,600,12/5/20_CFB_New Mexico,,
12/4/20 16:43,12/5/20,CBB,Lipscomb,100,0.09,1300,25,No Win,-100,12/5/20_CBB_Lipscomb,,
12/4/20 16:43,12/5/20,CBB,Northern Illinois,100,0.11,980,18,No Win,-100,12/5/20_CBB_Northern Illinois,,
12/4/20 16:43,12/5/20,CBB,South Carolina,100,0.2,480,15,No Win,-100,12/5/20_CBB_South Carolina,,
12/5/20 7:48,12/5/20,CBB,Green Bay,100,0.33,240,12,No Win,-100,12/5/20_CBB_Green Bay,,
12/5/20 7:48,12/5/20,CBB,Illinois St.,100,0.17,580,15,No Win,-100,12/5/20_CBB_Illinois St.,,
12/4/20 13:07,12/6/20,Soccer Barclays Premier League,Sheffield United,100,0.2936,276,10,No Win,-100,12/6/20_Soccer Barclays Premier League_Sheffield United,,
12/5/20 17:07,12/6/20,Soccer Barclays Premier League,Tottenham Hotspur,100,0.5422,100,8,Tottenham Hotspur,100,12/6/20_Soccer Barclays Premier League_Tottenham Hotspur,,
12/5/20 17:10,12/6/20,Soccer Dutch Eredivisie,ADO Den Haag,100,0.1108,1300,55,No Win,-100,12/6/20_Soccer Dutch Eredivisie_ADO Den Haag,,
12/5/20 17:12,12/6/20,Soccer Scottish Premiership,Celtic,100,0.8535,31,11,No Win,-100,12/6/20_Soccer Scottish Premiership_Celtic,,
12/5/20 17:16,12/6/20,Soccer Swiss Raiffeisen Super League,FC Zurich,100,0.4172,159,8,FC Zurich,159,12/6/20_Soccer Swiss Raiffeisen Super League_FC Zurich,,
12/5/20 17:17,12/6/20,Soccer Spanish Segunda Division,Espanyol,100,0.6585,83,20,Espanyol,83,12/6/20_Soccer Spanish Segunda Division_Espanyol,,
12/5/20 17:18,12/6/20,Soccer German Bundesliga 2,SC Paderborn,100,0.5075,114,9,No Win,-100,12/6/20_Soccer German Bundesliga 2_SC Paderborn,,
12/5/20 17:19,12/6/20,Soccer Danish SAS-Ligaen,FC Nordsjaelland,100,0.4552,200,36,No Win,-100,12/6/20_Soccer Danish SAS-Ligaen_FC Nordsjaelland,,
12/5/20 17:22,12/6/20,Soccer Norwegian Tippeligaen,Sarpsborg,100,0.3152,254,11,No Win,-100,12/6/20_Soccer Norwegian Tippeligaen_Sarpsborg,,
12/5/20 17:22,12/6/20,Soccer Norwegian Tippeligaen,Bodo/Glimt Draw,100,0.2071,459,15,No Win,-100,12/6/20_Soccer Norwegian Tippeligaen_Bodo/Glimt Draw,,
12/5/20 17:22,12/6/20,Soccer Norwegian Tippeligaen,Stabaek,100,0.2057,750,74,No Win,-100,12/6/20_Soccer Norwegian Tippeligaen_Stabaek,,
12/5/20 17:22,12/6/20,Soccer Norwegian Tippeligaen,Viking FK,100,0.4781,135,12,No Win,-100,12/6/20_Soccer Norwegian Tippeligaen_Viking FK,,
12/5/20 18:14,12/6/20,Soccer Swedish Allsvenskan,Djurgardens IF Draw,100,0.2533,330,8,No Win,-100,12/6/20_Soccer Swedish Allsvenskan_Djurgardens IF Draw,,
12/5/20 18:14,12/6/20,Soccer Swedish Allsvenskan,Varbergs BoIS FC,100,0.2665,575,79,No Win,-100,12/6/20_Soccer Swedish Allsvenskan_Varbergs BoIS FC,,
12/5/20 18:14,12/6/20,Soccer Swedish Allsvenskan,IK Sirius,100,0.3067,309,25,No Win,-100,12/6/20_Soccer Swedish Allsvenskan_IK Sirius,,
12/5/20 18:14,12/6/20,Soccer Swedish Allsvenskan,Orebro SK,100,0.3502,240,19,Orebro SK,240,12/6/20_Soccer Swedish Allsvenskan_Orebro SK,,
12/5/20 18:14,12/6/20,Soccer Swedish Allsvenskan,Mjallby,100,0.4409,190,27,Mjallby,190,12/6/20_Soccer Swedish Allsvenskan_Mjallby,,
12/5/20 18:14,12/6/20,Soccer Swedish Allsvenskan,AIK,100,0.3214,334,39,No Win,-100,12/6/20_Soccer Swedish Allsvenskan_AIK,,
12/5/20 18:14,12/6/20,Soccer Swedish Allsvenskan,AIK Draw,100,0.3045,280,15,Draw,280,12/6/20_Soccer Swedish Allsvenskan_AIK Draw,,
12/5/20 18:14,12/6/20,Soccer Swedish Allsvenskan,Helsingborgs IF,100,0.2526,1050,190,Helsingborgs IF,1050,12/6/20_Soccer Swedish Allsvenskan_Helsingborgs IF,,
12/5/20 18:14,12/6/20,Soccer Swedish Allsvenskan,Helsingborgs IF Draw,100,0.2421,550,57,No Win,-100,12/6/20_Soccer Swedish Allsvenskan_Helsingborgs IF Draw,,
12/5/20 17:10,12/6/20,Soccer Dutch Eredivisie,ADO Den Haag Draw,100,0.1963,550,27,Draw,550,12/6/20_Soccer Dutch Eredivisie_ADO Den Haag Draw,,
12/5/20 17:22,12/6/20,Soccer Norwegian Tippeligaen,Aalesund,100,0.1451,1300,103,No Win,-100,12/6/20_Soccer Norwegian Tippeligaen_Aalesund,,
12/5/20 17:22,12/6/20,Soccer Norwegian Tippeligaen,Aalesund Draw,100,0.1562,650,17,No Win,-100,12/6/20_Soccer Norwegian Tippeligaen_Aalesund Draw,,
12/5/20 18:15,12/6/20,Soccer Italy Serie A,AC Milan,100,0.6075,80,9,AC Milan,80,12/6/20_Soccer Italy Serie A_AC Milan,,
12/5/20 17:11,12/6/20,Soccer Portuguese Liga,Belenenses,100,0.2035,509,23,Belenenses,509,12/6/20_Soccer Portuguese Liga_Belenenses,,
12/5/20 17:23,12/6/20,Soccer Brasileiro S√©rie A,Internacional,100,0.2488,500,49,No Win,-100,12/6/20_Soccer Brasileiro S√©rie A_Internacional,,
12/5/20 17:06,12/6/20,CBB,Tennessee Tech,100,0.18,660,36,No Win,-100,12/6/20_CBB_Tennessee Tech,,
12/5/20 17:06,12/6/20,CBB,Cleveland St.,100,0.21,459,17,No Win,-100,12/6/20_CBB_Cleveland St.,,
12/5/20 22:43,12/6/20,CBB,Coppin St.,100,0.1,1040,13,No Win,-100,12/6/20_CBB_Coppin St.,,
12/5/20 22:43,12/6/20,CBB,Cincinnati,100,0.61,86,13,No Win,-100,12/6/20_CBB_Cincinnati,,
12/5/20 22:43,12/6/20,CBB,Troy,100,0.09,1400,34,No Win,-100,12/6/20_CBB_Troy,,
12/5/20 22:43,12/6/20,CBB,Wyoming,100,0.23,384,11,Wyoming,384,12/6/20_CBB_Wyoming,,
12/6/20 14:04,12/6/20,CBB,North Carolina A&T,100,0.05,2200,15,No Win,-100,12/6/20_CBB_North Carolina A&T,,
12/6/20 14:04,12/6/20,CBB,Stony Brook,100,0.07,1500,11,No Win,-100,12/6/20_CBB_Stony Brook,,
12/6/20 14:04,12/6/20,CBB,Denver,100,0.38,215,19,No Win,-100,12/6/20_CBB_Denver,,
12/6/20 14:04,12/6/20,CBB,Central Arkansas,100,0.19,490,12,No Win,-100,12/6/20_CBB_Central Arkansas,,
12/6/20 14:04,12/6/20,CBB,TCU,100,0.44,165,16,No Win,-100,12/6/20_CBB_TCU,,
12/6/20 14:04,12/6/20,CBB,Long Beach St.,100,0.67,69,13,Long Beach St.,69,12/6/20_CBB_Long Beach St.,,
12/6/20 14:04,12/6/20,CBB,La Salle,100,0.53,114,13,No Win,-100,12/6/20_CBB_La Salle,,
12/6/20 14:04,12/6/20,CBB,Buffalo,100,0.52,121,14,No Win,-100,12/6/20_CBB_Buffalo,,
12/5/20 7:49,12/6/20,NFL,HOU,100,0.455567018,146,12,No Win,-100,12/6/20_NFL_HOU,,
12/5/20 7:49,12/6/20,NFL,NYG,100,0.222381378,400,11,NYG,400,12/6/20_NFL_NYG,,
12/5/20 16:57,12/6/20,NFL,CHI,100,0.693671507,57,8,No Win,-100,12/6/20_NFL_CHI,,
12/5/20 16:57,12/6/20,NFL,ARI,100,0.482920388,124,8,No Win,-100,12/6/20_NFL_ARI,,
12/5/20 16:57,12/7/20,NFL,PIT,100,0.825951581,33,9,No Win,-100,12/7/20_NFL_PIT,,
12/6/20 14:34,12/7/20,Soccer Portuguese Liga,SC Farense,100,0.4974,125,11,SC Farense,125,12/7/20_Soccer Portuguese Liga_SC Farense,,
12/6/20 15:25,12/7/20,Soccer Brasileiro S√©rie A,Goiás,100,0.2145,450,17,Goiás,450,12/7/20_Soccer Brasileiro S√©rie A_Goiás,,
12/6/20 14:11,12/7/20,CBB,UNC Wilmington,100,0.19,500,13,No Win,-100,12/7/20_CBB_UNC Wilmington,,
12/6/20 14:11,12/7/20,CBB,South Carolina St.,100,0.05,2200,15,No Win,-100,12/7/20_CBB_South Carolina St.,,
12/6/20 14:11,12/7/20,CBB,Middle Tennessee,100,0.61,85,12,No Win,-100,12/7/20_CBB_Middle Tennessee,,
12/6/20 14:11,12/7/20,CBB,Morehead St.,100,0.18,560,18,No Win,-100,12/7/20_CBB_Morehead St.,,
12/7/20 10:07,12/7/20,CBB,North Carolina Central,100,0.22,420,14,No Win,-100,12/7/20_CBB_North Carolina Central,,
12/7/20 14:22,12/7/20,CBB,North Florida,100,0.39,245,34,No Win,-100,12/7/20_CBB_North Florida,,
12/7/20 14:22,12/7/20,CBB,Lipscomb,100,0.73,54,12,No Win,-100,12/7/20_CBB_Lipscomb,,
12/7/20 21:29,12/8/20,Soccer Champions League,Zenit St Petersburg,100,0.2454,359,12,No Win,-100,12/8/20_Soccer Champions League_Zenit St Petersburg,,
12/7/20 21:29,12/8/20,Soccer Champions League,Club Brugge,100,0.2768,390,35,No Win,-100,12/8/20_Soccer Champions League_Club Brugge,,
12/7/20 21:33,12/8/20,Soccer English League Championship,Huddersfield Town,100,0.44,150,9,Huddersfield Town,150,12/8/20_Soccer English League Championship_Huddersfield Town,,
12/7/20 21:35,12/8/20,Soccer English League Two,Grimsby Town,100,0.2905,353,31,No Win,-100,12/8/20_Soccer English League Two_Grimsby Town,,
12/7/20 21:35,12/8/20,Soccer English League Two,Colchester United,100,0.4436,177,22,Colchester United,177,12/8/20_Soccer English League Two_Colchester United,,
12/8/20 14:44,12/8/20,Soccer English League Championship,Stoke City,100,0.3861,190,11,No Win,-100,12/8/20_Soccer English League Championship_Stoke City,,
12/8/20 14:44,12/8/20,Soccer English League Championship,Rotherham United,100,0.1616,650,21,No Win,-100,12/8/20_Soccer English League Championship_Rotherham United,,
12/8/20 14:44,12/8/20,Soccer English League Championship,Rotherham United Draw,100,0.2535,340,11,No Win,-100,12/8/20_Soccer English League Championship_Rotherham United Draw,,
12/7/20 21:41,12/8/20,CBB,Stetson,100,0.14,750,19,No Win,-100,12/8/20_CBB_Stetson,,
12/7/20 21:41,12/8/20,CBB,Montana,100,0.22,420,14,No Win,-100,12/8/20_CBB_Montana,,
12/8/20 9:47,12/8/20,CBB,Creighton,100,0.39,179,9,No Win,-100,12/8/20_CBB_Creighton,,
12/7/20 21:41,12/8/20,CBB,Northern Illinois,100,0.29,290,13,No Win,-100,12/8/20_CBB_Northern Illinois,,
12/8/20 9:47,12/8/20,CBB,Campbell,100,0.5,116,8,Campbell,116,12/8/20_CBB_Campbell,,
12/8/20 17:36,12/8/20,CBB,Murray St.,100,0.69,62,12,Murray St.,62,12/8/20_CBB_Murray St.,,
12/7/20 21:41,12/8/20,CBB,Jackson St.,100,0.07,1500,11,No Win,-100,12/8/20_CBB_Jackson St.,,
12/8/20 17:30,12/9/20,Soccer English League Championship,Wycombe Wanderers,100,0.2466,480,43,No Win,-100,12/9/20_Soccer English League Championship_Wycombe Wanderers,,
12/8/20 21:31,12/9/20,Soccer Norwegian Tippeligaen,Haugesund,100,0.2691,330,15,No Win,-100,12/9/20_Soccer Norwegian Tippeligaen_Haugesund,,
12/8/20 21:31,12/9/20,Soccer Norwegian Tippeligaen,IK Start,100,0.4708,129,8,No Win,-100,12/9/20_Soccer Norwegian Tippeligaen_IK Start,,
12/9/20 8:43,12/9/20,Soccer English League Championship,Barnsley Draw,100,0.2978,275,11,No Win,-100,12/9/20_Soccer English League Championship_Barnsley Draw,,
12/8/20 17:35,12/9/20,CBB,Toledo,100,0.14,700,12,No Win,-100,12/9/20_CBB_Toledo,,
12/8/20 17:35,12/9/20,CBB,Stony Brook,100,0.23,400,15,No Win,-100,12/9/20_CBB_Stony Brook,,
12/8/20 17:35,12/9/20,CBB,North Carolina A&T,100,0.05,2400,25,No Win,-100,12/9/20_CBB_North Carolina A&T,,
12/8/20 17:35,12/9/20,CBB,Oklahoma,100,0.56,100,12,No Win,-100,12/9/20_CBB_Oklahoma,,
12/9/20 8:38,12/9/20,CBB,Abilene Christian,100,0.07,1500,11,No Win,-100,12/9/20_CBB_Abilene Christian,,
12/9/20 8:38,12/9/20,CBB,Eastern Illinois,100,0.72,51,8,No Win,-100,12/9/20_CBB_Eastern Illinois,,
12/9/20 8:38,12/9/20,CBB,Georgia Tech,100,0.54,104,10,Georgia Tech,104,12/9/20_CBB_Georgia Tech,,
12/8/20 17:35,12/9/20,CBB,Liberty,100,0.17,570,13,No Win,-100,12/9/20_CBB_Liberty,,
12/8/20 17:35,12/9/20,CBB,Denver,100,0.2,900,99,No Win,-100,12/9/20_CBB_Denver,,
12/8/20 17:35,12/9/20,CBB,San Diego,100,0.1,1500,59,No Win,-100,12/9/20_CBB_San Diego,,
12/9/20 8:38,12/9/20,CBB,Northwestern,100,0.68,61,9,No Win,-100,12/9/20_CBB_Northwestern,,
12/10/20 10:20,12/10/20,Soccer Norwegian Tippeligaen,Viking FK,100,0.398,188,14,No Win,-100,12/10/20_Soccer Norwegian Tippeligaen_Viking FK,,
12/9/20 17:21,12/10/20,Soccer UEFA Europa League,Arsenal Draw,100,0.1871,750,59,No Win,-100,12/10/20_Soccer UEFA Europa League_Arsenal Draw,,
12/9/20 21:09,12/10/20,CBB,Coppin St.,100,0.09,1400,34,Coppin St.,1400,12/10/20_CBB_Coppin St.,,
12/9/20 21:09,12/10/20,CBB,Northern Arizona,100,0.31,295,22,No Win,-100,12/10/20_CBB_Northern Arizona,,
12/10/20 9:24,12/10/20,CBB,New Orleans,100,0.37,215,16,No Win,-100,12/10/20_CBB_New Orleans,,
12/10/20 9:24,12/10/20,CBB,North Dakota,100,0.45,152,13,North Dakota,152,12/10/20_CBB_North Dakota,,
12/9/20 21:09,12/10/20,CBB,Long Beach St.,100,0.09,1300,25,No Win,-100,12/10/20_CBB_Long Beach St.,,
12/9/20 22:31,12/10/20,NFL,NE,100,0.355085382,210,10,No Win,-100,12/10/20_NFL_NE,,
12/10/20 14:42,12/11/20,Soccer Barclays Premier League,West Ham United,100,0.3882,200,16,West Ham United,200,12/11/20_Soccer Barclays Premier League_West Ham United,,
12/10/20 18:11,12/11/20,Soccer Spanish Segunda Division,Lugo,100,0.4518,167,20,Lugo,167,12/11/20_Soccer Spanish Segunda Division_Lugo,,
12/10/20 18:11,12/11/20,Soccer Spanish Segunda Division,Real Oviedo,100,0.4278,156,9,Real Oviedo,156,12/11/20_Soccer Spanish Segunda Division_Real Oviedo,,
12/10/20 18:13,12/11/20,Soccer Danish SAS-Ligaen,Randers FC,100,0.5494,100,9,Randers FC,100,12/11/20_Soccer Danish SAS-Ligaen_Randers FC,,
12/10/20 18:14,12/11/20,Soccer Belgian Jupiler League,Anderlecht,100,0.4187,165,10,Anderlecht,165,12/11/20_Soccer Belgian Jupiler League_Anderlecht,,
12/10/20 18:18,12/11/20,CBB,North Texas,100,0.1,1100,19,No Win,-100,12/11/20_CBB_North Texas,,
12/10/20 18:18,12/11/20,CBB,Appalachian St.,100,0.4,190,16,Appalachian St.,190,12/11/20_CBB_Appalachian St.,,
12/10/20 18:18,12/11/20,CBB,Georgia Southern,100,0.13,1040,48,No Win,-100,12/11/20_CBB_Georgia Southern,,
12/10/20 18:18,12/11/20,CBB,Fairfield,100,0.53,124,18,No Win,-100,12/11/20_CBB_Fairfield,,
12/10/20 18:18,12/11/20,CBB,Marquette,100,0.39,188,12,No Win,-100,12/11/20_CBB_Marquette,,
12/11/20 9:28,12/11/20,CBB,Southern Illinois,100,0.33,240,12,Southern Illinois,240,12/11/20_CBB_Southern Illinois,,
12/11/20 9:28,12/11/20,CBB,Milwaukee,100,0.2,459,11,No Win,-100,12/11/20_CBB_Milwaukee,,
12/11/20 12:16,12/11/20,CBB,Manhattan,100,0.56,94,8,No Win,-100,12/11/20_CBB_Manhattan,,
12/11/20 12:16,12/11/20,CBB,Delaware,100,0.56,93,8,Delaware,93,12/11/20_CBB_Delaware,,
12/11/20 10:45,12/12/20,Soccer Barclays Premier League,Newcastle,100,0.5199,147,28,Newcastle,147,12/12/20_Soccer Barclays Premier League_Newcastle,,
12/11/20 10:45,12/12/20,Soccer Barclays Premier League,Manchester United,100,0.2507,340,10,No Win,-100,12/12/20_Soccer Barclays Premier League_Manchester United,,
12/11/20 11:07,12/12/20,Soccer French Ligue 1,Lens,100,0.429,154,9,No Win,-100,12/12/20_Soccer French Ligue 1_Lens,,
12/11/20 11:07,12/12/20,Soccer Dutch Eredivisie,FC Groningen Draw,100,0.2837,320,19,No Win,-100,12/12/20_Soccer Dutch Eredivisie_FC Groningen Draw,,
12/11/20 11:07,12/12/20,Soccer Dutch Eredivisie,ADO Den Haag Draw,100,0.2663,330,14,Draw,330,12/12/20_Soccer Dutch Eredivisie_ADO Den Haag Draw,,
12/11/20 11:08,12/12/20,Soccer English League Championship,Cardiff City,100,0.4418,150,10,No Win,-100,12/12/20_Soccer English League Championship_Cardiff City,,
12/11/20 11:08,12/12/20,Soccer English League Championship,Wycombe Wanderers,100,0.3879,200,16,No Win,-100,12/12/20_Soccer English League Championship_Wycombe Wanderers,,
12/11/20 11:17,12/12/20,Soccer English League One,Hull City,100,0.7197,55,11,No Win,-100,12/12/20_Soccer English League One_Hull City,,
12/11/20 11:17,12/12/20,Soccer English League One,Burton Albion,100,0.2927,320,22,No Win,-100,12/12/20_Soccer English League One_Burton Albion,,
12/11/20 11:17,12/12/20,Soccer English League One,Rochdale,100,0.1887,509,15,No Win,-100,12/12/20_Soccer English League One_Rochdale,,
12/11/20 11:17,12/12/20,Soccer English League One,Oxford United,100,0.319,240,8,No Win,-100,12/12/20_Soccer English League One_Oxford United,,
12/11/20 11:17,12/12/20,Soccer English League One,Wigan,100,0.3976,240,35,Wigan,240,12/12/20_Soccer English League One_Wigan,,
12/11/20 11:17,12/12/20,Soccer English League One,Charlton Athletic,100,0.5767,100,15,Charlton Athletic,100,12/12/20_Soccer English League One_Charlton Athletic,,
12/11/20 11:18,12/12/20,Soccer English League Two,Carlisle United Draw,100,0.2967,290,15,No Win,-100,12/12/20_Soccer English League Two_Carlisle United Draw,,
12/11/20 11:18,12/12/20,Soccer English League Two,Stevenage,100,0.2154,550,40,No Win,-100,12/12/20_Soccer English League Two_Stevenage,,
12/11/20 11:18,12/12/20,Soccer English League Two,Cambridge United,100,0.308,320,29,No Win,-100,12/12/20_Soccer English League Two_Cambridge United,,
12/11/20 11:18,12/12/20,Soccer English League Two,Grimsby Town,100,0.3398,240,15,No Win,-100,12/12/20_Soccer English League Two_Grimsby Town,,
12/11/20 11:18,12/12/20,Soccer English League Two,Leyton Orient,100,0.3898,210,20,Leyton Orient,210,12/12/20_Soccer English League Two_Leyton Orient,,
12/11/20 11:18,12/12/20,Soccer English League Two,Colchester United,100,0.3884,250,35,No Win,-100,12/12/20_Soccer English League Two_Colchester United,,
12/11/20 11:18,12/12/20,Soccer English League Two,Southend United,100,0.3353,240,14,Southend United,240,12/12/20_Soccer English League Two_Southend United,,
12/11/20 11:18,12/12/20,Soccer English League Two,Bolton,100,0.4033,210,25,No Win,-100,12/12/20_Soccer English League Two_Bolton,,
12/11/20 11:18,12/12/20,Soccer English League Two,Salford City,100,0.4253,160,10,No Win,-100,12/12/20_Soccer English League Two_Salford City,,
12/11/20 11:21,12/12/20,Soccer Spanish Segunda Division,Mallorca,100,0.3859,189,11,Mallorca,189,12/12/20_Soccer Spanish Segunda Division_Mallorca,,
12/11/20 11:22,12/12/20,Soccer Italy Serie B,US Pescara,100,0.4089,165,8,No Win,-100,12/12/20_Soccer Italy Serie B_US Pescara,,
12/11/20 11:23,12/12/20,Soccer French Ligue 2,Auxerre,100,0.4498,152,13,No Win,-100,12/12/20_Soccer French Ligue 2_Auxerre,,
12/11/20 11:23,12/12/20,Soccer French Ligue 2,Toulouse,100,0.5829,122,29,Toulouse,122,12/12/20_Soccer French Ligue 2_Toulouse,,
12/11/20 11:23,12/12/20,Soccer French Ligue 2,Valenciennes,100,0.2833,290,10,No Win,-100,12/12/20_Soccer French Ligue 2_Valenciennes,,
12/11/20 11:23,12/12/20,Soccer French Ligue 2,Amiens,100,0.6037,88,14,No Win,-100,12/12/20_Soccer French Ligue 2_Amiens,,
12/11/20 11:24,12/12/20,Soccer Brasileiro S√©rie A,Botafogo,100,0.1772,540,13,No Win,-100,12/12/20_Soccer Brasileiro S√©rie A_Botafogo,,
12/11/20 11:26,12/12/20,Soccer Japanese J League,Sagan Tosu,100,0.2107,459,17,No Win,-100,12/12/20_Soccer Japanese J League_Sagan Tosu,,
12/11/20 11:26,12/12/20,Soccer Japanese J League,Cerezo Osaka,100,0.5339,127,21,No Win,-100,12/12/20_Soccer Japanese J League_Cerezo Osaka,,
12/11/20 11:26,12/12/20,Soccer Japanese J League,Shonan Bellmare,100,0.3289,300,31,No Win,-100,12/12/20_Soccer Japanese J League_Shonan Bellmare,,
12/11/20 16:58,12/12/20,CBB,IUPUI,100,0.64,77,13,IUPUI,77,12/12/20_CBB_IUPUI,,
12/11/20 16:58,12/12/20,CBB,North Carolina A&T,100,0.33,240,12,No Win,-100,12/12/20_CBB_North Carolina A&T,,
12/11/20 16:58,12/12/20,CBB,Old Dominion,100,0.27,359,24,No Win,-100,12/12/20_CBB_Old Dominion,,
12/12/20 2:05,12/12/20,CBB,Drexel,100,0.64,72,10,No Win,-100,12/12/20_CBB_Drexel,,
12/12/20 2:05,12/12/20,CBB,Utah Valley,100,0.33,240,12,No Win,-100,12/12/20_CBB_Utah Valley,,
12/12/20 2:05,12/12/20,CBB,UTEP,100,0.07,1500,11,No Win,-100,12/12/20_CBB_UTEP,,
12/12/20 2:05,12/12/20,CBB,Utah,100,0.6,106,23,No Win,-100,12/12/20_CBB_Utah,,
12/12/20 8:54,12/12/20,CBB,Stony Brook,100,0.38,204,15,No Win,-100,12/12/20_CBB_Stony Brook,,
12/12/20 8:54,12/12/20,CBB,Manhattan,100,0.47,135,10,Manhattan,135,12/12/20_CBB_Manhattan,,
12/11/20 16:58,12/12/20,CBB,Auburn,100,0.35,245,20,Auburn,245,12/12/20_CBB_Auburn,,
12/12/20 8:54,12/12/20,CBB,North Dakota,100,0.36,210,11,No Win,-100,12/12/20_CBB_North Dakota,,
12/11/20 16:58,12/12/20,CBB,South Dakota,100,0.15,830,39,South Dakota,830,12/12/20_CBB_South Dakota,,
12/12/20 2:05,12/12/20,CBB,Clemson,100,0.6,93,15,Clemson,93,12/12/20_CBB_Clemson,,
12/12/20 2:05,12/12/20,CBB,Missouri,100,0.47,129,8,Missouri,129,12/12/20_CBB_Missouri,,
12/10/20 18:22,12/12/20,CFB,UTEP,100,0.396396944,229,30,No Win,-100,12/12/20_CFB_UTEP,,
12/10/20 18:22,12/12/20,CFB,Arizona,100,0.343729504,300,37,No Win,-100,12/12/20_CFB_Arizona,,
12/10/20 18:22,12/12/20,CFB,Michigan St.,100,0.23299399,484,36,No Win,-100,12/12/20_CFB_Michigan St.,,
12/10/20 18:22,12/12/20,CFB,Illinois,100,0.199371533,459,11,No Win,-100,12/12/20_CFB_Illinois,,
12/10/20 18:22,12/12/20,CFB,Missouri,100,0.288626695,384,39,No Win,-100,12/12/20_CFB_Missouri,,
12/10/20 18:22,12/12/20,CFB,Rice,100,0.391129178,235,31,No Win,-100,12/12/20_CFB_Rice,,
12/10/20 18:22,12/12/20,CFB,Central Mich.,100,0.371927061,320,56,No Win,-100,12/12/20_CFB_Central Mich.,,
12/10/20 18:22,12/12/20,CFB,Navy,100,0.346882745,229,14,No Win,-100,12/12/20_CFB_Navy,,
12/10/20 18:22,12/12/20,CFB,Memphis,100,0.526906548,170,42,Memphis,170,12/12/20_CFB_Memphis,,
12/10/20 18:22,12/12/20,CFB,Vanderbilt,100,0.215786037,570,44,No Win,-100,12/12/20_CFB_Vanderbilt,,
12/10/20 18:22,12/12/20,CFB,Wyoming,100,0.302662766,355,37,No Win,-100,12/12/20_CFB_Wyoming,,
12/10/20 18:22,12/12/20,CFB,Georgia Southern,100,0.335219285,280,27,No Win,-100,12/12/20_CFB_Georgia Southern,,
12/10/20 18:22,12/12/20,CFB,Louisiana Tech,100,0.138104121,750,17,No Win,-100,12/12/20_CFB_Louisiana Tech,,
12/10/20 18:22,12/12/20,CFB,Baylor,100,0.430825442,175,18,No Win,-100,12/12/20_CFB_Baylor,,
12/10/20 18:22,12/12/20,CFB,LSU,100,0.190865965,869,85,LSU,869,12/12/20_CFB_LSU,,
12/10/20 18:22,12/12/20,CFB,New Mexico,100,0.297268684,359,36,New Mexico,359,12/12/20_CFB_New Mexico,,
12/10/20 18:22,12/12/20,CFB,Oregon St.,100,0.525480578,114,12,No Win,-100,12/12/20_CFB_Oregon St.,,
12/10/20 18:22,12/12/20,CFB,UNLV,100,0.166054196,700,32,No Win,-100,12/12/20_CFB_UNLV,,
12/10/20 22:16,12/12/20,CFB,Ball St.,100,0.606095779,80,9,Ball St.,80,12/12/20_CFB_Ball St.,,
12/10/20 22:16,12/12/20,CFB,Duke,100,0.415934234,160,8,No Win,-100,12/12/20_CFB_Duke,,
12/10/20 22:16,12/12/20,CFB,Virginia,100,0.497111943,119,8,No Win,-100,12/12/20_CFB_Virginia,,
12/12/20 21:16,12/13/20,Soccer Barclays Premier League,Sheffield United,100,0.2265,390,10,No Win,-100,12/13/20_Soccer Barclays Premier League_Sheffield United,,
12/12/20 21:48,12/13/20,Soccer Spanish Primera Division,Villarreal,100,0.4629,135,8,No Win,-100,12/13/20_Soccer Spanish Primera Division_Villarreal,,
12/12/20 21:48,12/13/20,Soccer Spanish Primera Division,Elche,100,0.3752,245,29,No Win,-100,12/13/20_Soccer Spanish Primera Division_Elche,,
